Date,5Yr,7Yr,10Yr,20Yr,30Yr,Date_WTI,WTI_Closing_Price
2006-09-08,2.39,2.37,2.35,2.34,N/A,2006-09-08,66.25
2006-09-11,2.43,2.42,2.38,2.37,N/A,2006-09-11,65.61000061035156
2006-09-12,2.41,2.4,2.36,2.34,N/A,2006-09-12,63.7599983215332
2006-09-13,2.39,2.38,2.35,2.33,N/A,2006-09-13,63.970001220703125
2006-09-14,2.39,2.38,2.35,2.32,N/A,2006-09-14,63.220001220703125
2006-09-15,2.45,2.42,2.38,2.36,N/A,2006-09-15,63.33000183105469
2006-09-18,2.46,2.43,2.39,2.37,N/A,2006-09-18,63.79999923706055
2006-09-19,2.42,2.38,2.35,2.33,N/A,2006-09-19,61.65999984741211
2006-09-20,2.48,2.43,2.39,2.35,N/A,2006-09-20,60.459999084472656
2006-09-21,2.4,2.35,2.31,2.3,N/A,2006-09-21,61.59000015258789
2006-09-22,2.35,2.3,2.27,2.25,N/A,2006-09-22,60.54999923706055
2006-09-25,2.32,2.27,2.24,2.22,N/A,2006-09-25,61.45000076293945
2006-09-26,2.32,2.29,2.25,2.24,N/A,2006-09-26,61.0099983215332
2006-09-27,2.32,2.29,2.26,2.25,N/A,2006-09-27,62.959999084472656
2006-09-28,2.33,2.3,2.27,2.26,N/A,2006-09-28,62.7599983215332
2006-09-29,2.34,2.3,2.27,2.27,N/A,2006-09-29,62.90999984741211
2006-10-02,2.31,2.28,2.27,2.26,N/A,2006-10-02,61.02999877929688
2006-10-03,2.35,2.3,2.29,2.28,N/A,2006-10-03,58.68000030517578
2006-10-04,2.33,2.28,2.27,2.24,N/A,2006-10-04,59.40999984741211
2006-10-05,2.38,2.33,2.31,2.27,N/A,2006-10-05,60.02999877929688
2006-10-06,2.46,2.4,2.37,2.32,N/A,2006-10-06,59.7599983215332
2006-10-10,2.51,2.46,2.42,2.37,N/A,2006-10-09,59.959999084472656
2006-10-11,2.54,2.49,2.45,2.41,N/A,2006-10-10,58.52000045776367
2006-10-12,2.54,2.48,2.44,2.42,N/A,2006-10-11,57.59000015258789
2006-10-13,2.57,2.5,2.47,2.44,N/A,2006-10-12,57.86000061035156
2006-10-16,2.56,2.48,2.45,2.43,N/A,2006-10-13,58.56999969482422
2006-10-17,2.56,2.49,2.46,2.43,N/A,2006-10-16,59.93999862670898
2006-10-18,2.58,2.5,2.46,2.43,N/A,2006-10-17,58.93000030517578
2006-10-19,2.61,2.54,2.49,2.46,N/A,2006-10-18,57.650001525878906
2006-10-20,2.61,2.54,2.49,2.46,N/A,2006-10-19,58.5
2006-10-23,2.65,2.57,2.53,2.5,N/A,2006-10-20,56.81999969482422
2006-10-24,2.63,2.56,2.52,2.49,N/A,2006-10-23,58.810001373291016
2006-10-25,2.55,2.49,2.44,2.41,N/A,2006-10-24,59.34999847412109
2006-10-26,2.52,2.46,2.41,2.36,N/A,2006-10-25,61.400001525878906
2006-10-27,2.48,2.42,2.37,2.33,N/A,2006-10-26,60.36000061035156
2006-10-30,2.51,2.44,2.39,2.34,N/A,2006-10-27,60.75
2006-10-31,2.47,2.4,2.34,2.28,N/A,2006-10-30,58.36000061035156
2006-11-01,2.41,2.34,2.29,2.24,N/A,2006-10-31,58.72999954223633
2006-11-02,2.44,2.38,2.32,2.28,N/A,2006-11-01,58.709999084472656
2006-11-03,2.52,2.45,2.4,2.34,N/A,2006-11-02,57.880001068115234
2006-11-06,2.48,2.41,2.36,2.29,N/A,2006-11-03,59.13999938964844
2006-11-07,2.44,2.37,2.32,2.26,N/A,2006-11-06,60.02000045776367
2006-11-08,2.41,2.34,2.29,2.22,N/A,2006-11-07,58.93000030517578
2006-11-09,2.41,2.34,2.28,2.23,N/A,2006-11-08,59.83000183105469
2006-11-10,2.37,2.31,2.25,2.19,N/A,2006-11-09,61.15999984741211
2006-11-13,2.42,2.35,2.29,2.22,N/A,2006-11-10,59.59000015258789
2006-11-14,2.41,2.34,2.28,2.19,N/A,2006-11-13,58.58000183105469
2006-11-15,2.45,2.37,2.3,2.22,N/A,2006-11-14,58.27999877929688
2006-11-16,2.53,2.44,2.38,2.28,N/A,2006-11-15,58.7599983215332
2006-11-17,2.48,2.39,2.33,2.25,N/A,2006-11-16,56.2599983215332
2006-11-20,2.47,2.39,2.33,2.25,N/A,2006-11-17,55.810001373291016
2006-11-21,2.43,2.37,2.31,2.24,N/A,2006-11-20,58.79999923706055
2006-11-22,2.42,2.35,2.3,2.24,N/A,2006-11-21,60.16999816894531
2006-11-24,2.38,2.33,2.27,2.21,N/A,2006-11-22,59.2400016784668
2006-11-27,2.33,2.29,2.24,2.19,N/A,2006-11-27,60.31999969482422
2006-11-28,2.28,2.26,2.21,2.17,N/A,2006-11-28,60.9900016784668
2006-11-29,2.28,2.26,2.22,2.19,N/A,2006-11-29,62.459999084472656
2006-11-30,2.21,2.19,2.16,2.13,N/A,2006-11-30,63.130001068115234
2006-12-01,2.12,2.13,2.1,2.09,N/A,2006-12-01,63.43000030517578
2006-12-04,2.13,2.14,2.11,2.1,N/A,2006-12-04,62.43999862670898
2006-12-05,2.12,2.14,2.11,2.12,N/A,2006-12-05,62.43000030517578
2006-12-06,2.17,2.17,2.14,2.15,N/A,2006-12-06,62.18999862670898
2006-12-07,2.18,2.18,2.15,2.17,N/A,2006-12-07,62.4900016784668
2006-12-08,2.25,2.24,2.21,2.22,N/A,2006-12-08,62.02999877929688
2006-12-11,2.21,2.2,2.17,2.18,N/A,2006-12-11,61.220001220703125
2006-12-12,2.18,2.17,2.15,2.16,N/A,2006-12-12,61.02000045776367
2006-12-13,2.26,2.26,2.22,2.23,N/A,2006-12-13,61.369998931884766
2006-12-14,2.26,2.26,2.23,2.24,N/A,2006-12-14,62.5099983215332
2006-12-15,2.32,2.31,2.29,2.28,N/A,2006-12-15,63.43000030517578
2006-12-18,2.35,2.35,2.31,2.31,N/A,2006-12-18,62.209999084472656
2006-12-19,2.34,2.34,2.31,2.32,N/A,2006-12-19,63.150001525878906
2006-12-20,2.35,2.35,2.32,2.33,N/A,2006-12-20,63.720001220703125
2006-12-21,2.33,2.33,2.29,2.31,N/A,2006-12-21,62.65999984741211
2006-12-22,2.38,2.38,2.35,2.37,N/A,2006-12-22,62.40999984741211
2006-12-26,2.37,2.37,2.34,2.34,N/A,2006-12-26,61.09999847412109
2006-12-27,2.44,2.43,2.39,2.39,N/A,2006-12-27,60.34000015258789
2006-12-28,2.46,2.45,2.41,2.4,N/A,2006-12-28,60.52999877929688
2006-12-29,2.44,2.45,2.41,2.4,N/A,2006-12-29,61.04999923706055
2007-01-02,2.41,2.42,2.38,2.36,N/A,2007-01-02,61.04999923706055
2007-01-03,2.39,2.4,2.36,2.35,N/A,2007-01-03,58.31999969482422
2007-01-04,2.39,2.39,2.36,2.34,N/A,2007-01-04,55.59000015258789
2007-01-05,2.41,2.41,2.38,2.36,N/A,2007-01-05,56.310001373291016
2007-01-08,2.42,2.42,2.38,2.37,N/A,2007-01-08,56.09000015258789
2007-01-09,2.43,2.42,2.39,2.38,N/A,2007-01-09,55.63999938964844
2007-01-10,2.46,2.46,2.42,2.41,N/A,2007-01-10,54.02000045776367
2007-01-11,2.5,2.5,2.43,2.46,N/A,2007-01-11,51.880001068115234
2007-01-12,2.53,2.53,2.49,2.5,N/A,2007-01-12,52.9900016784668
2007-01-16,2.52,2.51,2.48,2.47,N/A,2007-01-16,51.209999084472656
2007-01-17,2.54,2.53,2.5,2.5,N/A,2007-01-17,52.2400016784668
2007-01-18,2.52,2.49,2.47,2.45,N/A,2007-01-18,50.47999954223633
2007-01-19,2.53,2.51,2.47,2.45,N/A,2007-01-19,51.9900016784668
2007-01-22,2.48,2.47,2.44,2.42,N/A,2007-01-22,51.130001068115234
2007-01-23,2.5,2.49,2.46,2.41,N/A,2007-01-23,55.040000915527344
2007-01-24,2.47,2.46,2.44,2.4,N/A,2007-01-24,55.369998931884766
2007-01-25,2.52,2.51,2.48,2.46,N/A,2007-01-25,54.22999954223633
2007-01-26,2.51,2.5,2.48,2.47,N/A,2007-01-26,55.41999816894531
2007-01-29,2.52,2.53,2.5,2.49,N/A,2007-01-29,54.0099983215332
2007-01-30,2.47,2.49,2.46,2.45,N/A,2007-01-30,56.970001220703125
2007-01-31,2.4,2.42,2.4,2.4,N/A,2007-01-31,58.13999938964844
2007-02-01,2.43,2.44,2.42,2.42,N/A,2007-02-01,57.29999923706055
2007-02-02,2.4,2.45,2.42,2.42,N/A,2007-02-02,59.02000045776367
2007-02-05,2.4,2.43,2.41,2.41,N/A,2007-02-05,58.7400016784668
2007-02-06,2.38,2.42,2.4,2.41,N/A,2007-02-06,58.880001068115234
2007-02-07,2.38,2.42,2.4,2.4,N/A,2007-02-07,57.709999084472656
2007-02-08,2.37,2.41,2.39,2.39,N/A,2007-02-08,59.709999084472656
2007-02-09,2.41,2.45,2.43,2.43,N/A,2007-02-09,59.88999938964844
2007-02-12,2.46,2.49,2.46,2.47,N/A,2007-02-12,57.810001373291016
2007-02-13,2.45,2.48,2.46,2.47,N/A,2007-02-13,59.060001373291016
2007-02-14,2.38,2.41,2.38,2.4,N/A,2007-02-14,58.0
2007-02-15,2.38,2.41,2.38,2.39,N/A,2007-02-15,57.9900016784668
2007-02-16,2.36,2.38,2.36,2.38,N/A,2007-02-16,59.38999938964844
2007-02-20,2.35,2.38,2.36,2.37,N/A,2007-02-20,58.06999969482422
2007-02-21,2.34,2.36,2.33,2.36,N/A,2007-02-21,60.06999969482422
2007-02-22,2.33,2.37,2.35,2.38,N/A,2007-02-22,60.95000076293945
2007-02-23,2.26,2.32,2.3,2.34,N/A,2007-02-23,61.13999938964844
2007-02-26,2.21,2.26,2.26,2.29,N/A,2007-02-26,61.38999938964844
2007-02-27,2.07,2.13,2.14,2.19,N/A,2007-02-27,61.459999084472656
2007-02-28,2.12,2.19,2.2,2.24,N/A,2007-02-28,61.790000915527344
2007-03-01,2.11,2.18,2.19,2.23,N/A,2007-03-01,62.0
2007-03-02,2.06,2.14,2.15,2.21,N/A,2007-03-02,61.63999938964844
2007-03-05,2.06,2.15,2.17,2.22,N/A,2007-03-05,60.06999969482422
2007-03-06,2.08,2.17,2.19,2.24,N/A,2007-03-06,60.68999862670898
2007-03-07,2.05,2.14,2.16,2.22,N/A,2007-03-07,61.81999969482422
2007-03-08,2.06,2.15,2.17,2.24,N/A,2007-03-08,61.63999938964844
2007-03-09,2.13,2.23,2.25,2.31,N/A,2007-03-09,60.04999923706055
2007-03-12,2.1,2.2,2.22,2.3,N/A,2007-03-12,58.90999984741211
2007-03-13,2.01,2.11,2.15,2.26,N/A,2007-03-13,57.93000030517578
2007-03-14,2.03,2.13,2.18,2.29,N/A,2007-03-14,58.15999984741211
2007-03-15,2.04,2.13,2.17,2.26,N/A,2007-03-15,57.54999923706055
2007-03-16,2.03,2.12,2.16,2.26,N/A,2007-03-16,57.11000061035156
2007-03-19,2.04,2.14,2.18,2.28,N/A,2007-03-19,56.59000015258789
2007-03-20,2.02,2.12,2.17,2.29,N/A,2007-03-20,56.72999954223633
2007-03-21,1.99,2.1,2.14,2.25,N/A,2007-03-21,59.61000061035156
2007-03-22,2.02,2.12,2.17,2.28,N/A,2007-03-22,61.68999862670898
2007-03-23,2.03,2.14,2.19,2.29,N/A,2007-03-23,62.27999877929688
2007-03-26,2.0,2.11,2.16,2.26,N/A,2007-03-26,62.90999984741211
2007-03-27,1.99,2.1,2.16,2.27,N/A,2007-03-27,62.93000030517578
2007-03-28,1.98,2.11,2.17,2.3,N/A,2007-03-28,64.08000183105469
2007-03-29,2.0,2.12,2.18,2.3,N/A,2007-03-29,66.02999877929688
2007-03-30,2.03,2.15,2.21,2.32,N/A,2007-03-30,65.87000274658203
2007-04-02,2.04,2.15,2.21,2.31,N/A,2007-04-02,65.94000244140625
2007-04-03,2.09,2.2,2.25,2.34,N/A,2007-04-03,64.63999938964844
2007-04-04,2.06,2.17,2.23,2.33,N/A,2007-04-04,64.37999725341797
2007-04-05,2.06,2.16,2.22,2.34,N/A,2007-04-05,64.27999877929688
2007-04-06,2.12,2.22,2.27,2.37,N/A,2007-04-09,61.5099983215332
2007-04-09,2.14,2.23,2.27,2.38,N/A,2007-04-10,61.88999938964844
2007-04-10,2.12,2.22,2.27,2.37,N/A,2007-04-11,62.0099983215332
2007-04-11,2.14,2.23,2.28,2.38,N/A,2007-04-12,63.84999847412109
2007-04-12,2.14,2.23,2.28,2.39,N/A,2007-04-13,63.630001068115234
2007-04-13,2.18,2.26,2.31,2.41,N/A,2007-04-16,63.61000061035156
2007-04-16,2.18,2.25,2.3,2.39,N/A,2007-04-17,63.09999847412109
2007-04-17,2.17,2.24,2.29,2.35,N/A,2007-04-18,63.130001068115234
2007-04-18,2.15,2.23,2.26,2.34,N/A,2007-04-19,61.83000183105469
2007-04-19,2.13,2.22,2.27,2.35,N/A,2007-04-20,63.380001068115234
2007-04-20,2.13,2.22,2.27,2.35,N/A,2007-04-23,65.88999938964844
2007-04-23,2.09,2.19,2.25,2.33,N/A,2007-04-24,64.58000183105469
2007-04-24,2.09,2.15,2.21,2.32,N/A,2007-04-25,65.83999633789062
2007-04-25,2.1,2.16,2.22,2.34,N/A,2007-04-26,65.05999755859375
2007-04-26,2.13,2.19,2.26,2.37,N/A,2007-04-27,66.45999908447266
2007-04-27,2.12,2.18,2.25,2.37,N/A,2007-04-30,65.70999908447266
2007-04-30,2.06,2.13,2.2,2.31,N/A,2007-05-01,64.4000015258789
2007-05-01,2.07,2.12,2.19,2.32,N/A,2007-05-02,63.68000030517578
2007-05-02,2.08,2.15,2.22,2.33,N/A,2007-05-03,63.18999862670898
2007-05-03,2.14,2.18,2.25,2.34,N/A,2007-05-04,61.93000030517578
2007-05-04,2.13,2.17,2.24,2.35,N/A,2007-05-07,61.470001220703125
2007-05-07,2.18,2.21,2.27,2.36,N/A,2007-05-08,62.2599983215332
2007-05-08,2.16,2.21,2.27,2.37,N/A,2007-05-09,61.54999923706055
2007-05-09,2.2,2.24,2.29,2.39,N/A,2007-05-10,61.810001373291016
2007-05-10,2.15,2.2,2.27,2.38,N/A,2007-05-11,62.369998931884766
2007-05-11,2.2,2.23,2.3,2.41,N/A,2007-05-14,62.459999084472656
2007-05-14,2.2,2.25,2.32,2.42,N/A,2007-05-15,63.16999816894531
2007-05-15,2.28,2.32,2.37,2.47,N/A,2007-05-16,62.54999923706055
2007-05-16,2.28,2.32,2.38,2.46,N/A,2007-05-17,64.86000061035156
2007-05-17,2.32,2.35,2.41,2.49,N/A,2007-05-18,64.94000244140625
2007-05-18,2.37,2.41,2.46,2.52,N/A,2007-05-21,66.2699966430664
2007-05-21,2.36,2.38,2.43,2.49,N/A,2007-05-22,64.97000122070312
2007-05-22,2.42,2.43,2.48,2.54,N/A,2007-05-23,65.7699966430664
2007-05-23,2.44,2.45,2.5,2.55,N/A,2007-05-24,64.18000030517578
2007-05-24,2.43,2.42,2.48,2.52,N/A,2007-05-25,65.19999694824219
2007-05-25,2.43,2.44,2.49,2.52,N/A,2007-05-29,63.150001525878906
2007-05-29,2.5,2.49,2.54,2.56,N/A,2007-05-30,63.4900016784668
2007-05-30,2.5,2.48,2.52,2.54,N/A,2007-05-31,64.01000213623047
2007-05-31,2.53,2.5,2.54,2.53,N/A,2007-06-01,65.08000183105469
2007-06-01,2.58,2.55,2.57,2.57,N/A,2007-06-04,66.20999908447266
2007-06-04,2.55,2.52,2.55,2.53,N/A,2007-06-05,65.61000061035156
2007-06-05,2.61,2.57,2.6,2.58,N/A,2007-06-06,65.95999908447266
2007-06-06,2.57,2.55,2.58,2.57,N/A,2007-06-07,66.93000030517578
2007-06-07,2.67,2.68,2.7,2.68,N/A,2007-06-08,64.76000213623047
2007-06-08,2.68,2.67,2.69,2.67,N/A,2007-06-11,65.97000122070312
2007-06-11,2.69,2.69,2.72,2.69,N/A,2007-06-12,65.3499984741211
2007-06-12,2.79,2.8,2.83,2.79,N/A,2007-06-13,66.26000213623047
2007-06-13,2.74,2.73,2.75,2.71,N/A,2007-06-14,67.6500015258789
2007-06-14,2.74,2.75,2.77,2.74,N/A,2007-06-15,68.0
2007-06-15,2.68,2.71,2.73,2.72,N/A,2007-06-18,69.08999633789062
2007-06-18,2.68,2.7,2.73,2.72,N/A,2007-06-19,69.0999984741211
2007-06-19,2.62,2.65,2.67,2.67,N/A,2007-06-20,68.19000244140625
2007-06-20,2.68,2.71,2.73,2.72,N/A,2007-06-21,68.6500015258789
2007-06-21,2.69,2.72,2.74,2.72,N/A,2007-06-22,69.13999938964844
2007-06-22,2.63,2.67,2.7,2.68,N/A,2007-06-25,69.18000030517578
2007-06-25,2.6,2.64,2.67,2.65,N/A,2007-06-26,67.7699966430664
2007-06-26,2.64,2.68,2.7,2.69,N/A,2007-06-27,68.97000122070312
2007-06-27,2.64,2.67,2.7,2.67,N/A,2007-06-28,69.56999969482422
2007-06-28,2.66,2.69,2.73,2.69,N/A,2007-06-29,70.68000030517578
2007-06-29,2.59,2.62,2.65,2.64,N/A,2007-07-02,71.08999633789062
2007-07-02,2.56,2.59,2.61,2.6,N/A,2007-07-03,71.41000366210938
2007-07-03,2.61,2.65,2.68,2.65,N/A,2007-07-05,71.80999755859375
2007-07-05,2.69,2.73,2.76,2.73,N/A,2007-07-06,72.80999755859375
2007-07-06,2.72,2.76,2.79,2.76,N/A,2007-07-09,72.19000244140625
2007-07-09,2.68,2.72,2.75,2.72,N/A,2007-07-10,72.80999755859375
2007-07-10,2.57,2.61,2.64,2.61,N/A,2007-07-11,72.55999755859375
2007-07-11,2.63,2.68,2.71,2.68,N/A,2007-07-12,72.5
2007-07-12,2.67,2.72,2.74,2.71,N/A,2007-07-13,73.93000030517578
2007-07-13,2.67,2.72,2.73,2.69,N/A,2007-07-16,74.1500015258789
2007-07-16,2.66,2.69,2.69,2.66,N/A,2007-07-17,74.0199966430664
2007-07-17,2.71,2.73,2.73,2.69,N/A,2007-07-18,75.05000305175781
2007-07-18,2.61,2.64,2.64,2.63,N/A,2007-07-19,75.91999816894531
2007-07-19,2.63,2.65,2.65,2.63,N/A,2007-07-20,75.56999969482422
2007-07-20,2.57,2.6,2.6,2.59,N/A,2007-07-23,74.88999938964844
2007-07-23,2.62,2.64,2.63,2.62,N/A,2007-07-24,73.55999755859375
2007-07-24,2.58,2.59,2.58,2.55,N/A,2007-07-25,75.87999725341797
2007-07-25,2.55,2.57,2.56,2.54,N/A,2007-07-26,74.94999694824219
2007-07-26,2.43,2.48,2.47,2.48,N/A,2007-07-27,77.0199966430664
2007-07-27,2.45,2.49,2.48,2.49,N/A,2007-07-30,76.83000183105469
2007-07-30,2.47,2.5,2.49,2.49,N/A,2007-07-31,78.20999908447266
2007-07-31,2.43,2.45,2.44,2.43,N/A,2007-08-01,76.52999877929688
2007-08-01,2.43,2.46,2.44,2.42,N/A,2007-08-02,76.86000061035156
2007-08-02,2.47,2.48,2.46,2.45,N/A,2007-08-03,75.4800033569336
2007-08-03,2.41,2.45,2.44,2.45,N/A,2007-08-06,72.05999755859375
2007-08-06,2.44,2.47,2.46,2.47,N/A,2007-08-07,72.41999816894531
2007-08-07,2.51,2.52,2.51,2.5,N/A,2007-08-08,72.1500015258789
2007-08-08,2.58,2.6,2.58,2.56,N/A,2007-08-09,71.58999633789062
2007-08-09,2.5,2.56,2.54,2.54,N/A,2007-08-10,71.47000122070312
2007-08-10,2.52,2.57,2.56,2.55,N/A,2007-08-13,71.62000274658203
2007-08-13,2.5,2.54,2.52,2.53,N/A,2007-08-14,72.37999725341797
2007-08-14,2.44,2.5,2.49,2.52,N/A,2007-08-15,73.33000183105469
2007-08-15,2.37,2.46,2.46,2.54,N/A,2007-08-16,71.0
2007-08-16,2.27,2.38,2.39,2.48,N/A,2007-08-17,71.9800033569336
2007-08-17,2.32,2.44,2.45,2.51,N/A,2007-08-20,71.12000274658203
2007-08-20,2.33,2.44,2.44,2.51,N/A,2007-08-21,69.47000122070312
2007-08-21,2.28,2.37,2.38,2.46,N/A,2007-08-22,69.26000213623047
2007-08-22,2.33,2.42,2.42,2.46,N/A,2007-08-23,69.83000183105469
2007-08-23,2.33,2.4,2.39,2.43,N/A,2007-08-24,71.08999633789062
2007-08-24,2.39,2.42,2.4,2.42,N/A,2007-08-27,71.97000122070312
2007-08-27,2.36,2.39,2.38,2.43,N/A,2007-08-28,71.7300033569336
2007-08-28,2.29,2.35,2.33,2.42,N/A,2007-08-29,73.51000213623047
2007-08-29,2.32,2.39,2.38,2.45,N/A,2007-08-30,73.36000061035156
2007-08-30,2.26,2.34,2.32,2.4,N/A,2007-08-31,74.04000091552734
2007-08-31,2.28,2.36,2.34,2.41,N/A,2007-09-04,75.08000183105469
2007-09-04,2.29,2.37,2.36,2.41,N/A,2007-09-05,75.7300033569336
2007-09-05,2.19,2.3,2.29,2.36,N/A,2007-09-06,76.30000305175781
2007-09-06,2.23,2.32,2.32,2.38,N/A,2007-09-07,76.69999694824219
2007-09-07,2.07,2.18,2.19,2.27,N/A,2007-09-10,77.48999786376953
2007-09-10,2.02,2.13,2.14,2.22,N/A,2007-09-11,78.2300033569336
2007-09-11,2.06,2.15,2.16,2.21,N/A,2007-09-12,79.91000366210938
2007-09-12,2.07,2.16,2.18,2.23,N/A,2007-09-13,80.08999633789062
2007-09-13,2.15,2.22,2.24,2.27,N/A,2007-09-14,79.0999984741211
2007-09-14,2.11,2.18,2.2,2.23,N/A,2007-09-17,80.56999969482422
2007-09-17,2.13,2.19,2.21,2.22,N/A,2007-09-18,81.51000213623047
2007-09-18,2.09,2.17,2.19,2.2,N/A,2007-09-19,81.93000030517578
2007-09-19,2.08,2.18,2.21,2.25,N/A,2007-09-20,83.31999969482422
2007-09-20,2.22,2.31,2.34,2.37,N/A,2007-09-21,81.62000274658203
2007-09-21,2.18,2.27,2.31,2.34,N/A,2007-09-24,80.94999694824219
2007-09-24,2.21,2.3,2.33,2.35,N/A,2007-09-25,79.52999877929688
2007-09-25,2.19,2.3,2.34,2.39,N/A,2007-09-26,80.30000305175781
2007-09-26,2.19,2.3,2.34,2.37,N/A,2007-09-27,82.87999725341797
2007-09-27,2.11,2.23,2.27,2.3,N/A,2007-09-28,81.66000366210938
2007-09-28,2.12,2.24,2.27,2.29,N/A,2007-10-01,80.23999786376953
2007-10-01,2.11,2.23,2.26,2.27,N/A,2007-10-02,80.05000305175781
2007-10-02,2.08,2.2,2.23,2.24,N/A,2007-10-03,79.94000244140625
2007-10-03,2.11,2.22,2.25,2.28,N/A,2007-10-04,81.44000244140625
2007-10-04,2.09,2.2,2.24,2.26,N/A,2007-10-05,81.22000122070312
2007-10-05,2.19,2.31,2.34,2.37,N/A,2007-10-08,79.0199966430664
2007-10-09,2.2,2.31,2.34,2.36,N/A,2007-10-09,80.26000213623047
2007-10-10,2.19,2.3,2.33,2.35,N/A,2007-10-10,81.30000305175781
2007-10-11,2.17,2.29,2.32,2.36,N/A,2007-10-11,83.08000183105469
2007-10-12,2.22,2.33,2.36,2.4,N/A,2007-10-12,83.69000244140625
2007-10-15,2.18,2.31,2.34,2.4,N/A,2007-10-15,86.12999725341797
2007-10-16,2.11,2.27,2.31,2.39,N/A,2007-10-16,87.61000061035156
2007-10-17,2.01,2.17,2.22,2.3,N/A,2007-10-17,87.4000015258789
2007-10-18,1.96,2.14,2.2,2.29,N/A,2007-10-18,89.47000122070312
2007-10-19,1.84,2.03,2.09,2.18,N/A,2007-10-19,88.5999984741211
2007-10-22,1.88,2.05,2.11,2.18,N/A,2007-10-22,87.55999755859375
2007-10-23,1.89,2.06,2.11,2.2,N/A,2007-10-23,85.2699966430664
2007-10-24,1.83,1.99,2.07,2.16,N/A,2007-10-24,87.0999984741211
2007-10-25,1.79,1.96,2.04,2.14,N/A,2007-10-25,90.45999908447266
2007-10-26,1.8,1.98,2.05,2.16,N/A,2007-10-26,91.86000061035156
2007-10-29,1.79,1.96,2.04,2.14,N/A,2007-10-29,93.52999877929688
2007-10-30,1.81,1.98,2.06,2.17,N/A,2007-10-30,90.37999725341795
2007-10-31,1.9,2.06,2.14,2.21,N/A,2007-10-31,94.52999877929688
2007-11-01,1.74,1.92,2.0,2.13,N/A,2007-11-01,93.48999786376952
2007-11-02,1.62,1.83,1.92,2.06,N/A,2007-11-02,95.93000030517578
2007-11-05,1.61,1.84,1.94,2.07,N/A,2007-11-05,93.9800033569336
2007-11-06,1.59,1.83,1.93,2.08,N/A,2007-11-06,96.6999969482422
2007-11-07,1.54,1.81,1.91,2.09,N/A,2007-11-07,96.37000274658205
2007-11-08,1.47,1.76,1.88,2.08,N/A,2007-11-08,95.45999908447266
2007-11-09,1.4,1.7,1.82,2.02,N/A,2007-11-09,96.31999969482422
2007-11-13,1.46,1.75,1.86,2.03,N/A,2007-11-12,94.62000274658205
2007-11-14,1.5,1.77,1.88,2.06,N/A,2007-11-13,91.16999816894533
2007-11-15,1.39,1.68,1.81,2.04,N/A,2007-11-14,94.08999633789062
2007-11-16,1.37,1.67,1.8,2.05,N/A,2007-11-15,93.43000030517578
2007-11-19,1.26,1.58,1.7,1.97,N/A,2007-11-16,95.0999984741211
2007-11-20,1.2,1.55,1.68,1.98,N/A,2007-11-19,94.63999938964844
2007-11-21,1.11,1.48,1.62,1.93,N/A,2007-11-20,98.02999877929688
2007-11-23,1.14,1.48,1.63,1.9,N/A,2007-11-21,97.29000091552734
2007-11-26,0.96,1.31,1.45,1.75,N/A,2007-11-23,98.18000030517578
2007-11-27,1.11,1.44,1.58,1.87,N/A,2007-11-26,97.6999969482422
2007-11-28,1.25,1.58,1.71,1.94,N/A,2007-11-27,94.41999816894533
2007-11-29,1.16,1.48,1.61,1.88,N/A,2007-11-28,90.62000274658205
2007-11-30,1.17,1.5,1.63,1.93,N/A,2007-11-29,91.01000213623048
2007-12-03,1.08,1.43,1.57,1.89,N/A,2007-11-30,88.70999908447266
2007-12-04,1.11,1.46,1.59,1.93,N/A,2007-12-03,89.30999755859375
2007-12-05,1.15,1.52,1.66,2.01,N/A,2007-12-04,88.31999969482422
2007-12-06,1.25,1.6,1.77,2.07,N/A,2007-12-05,87.48999786376953
2007-12-07,1.37,1.7,1.86,2.14,N/A,2007-12-06,90.2300033569336
2007-12-10,1.4,1.72,1.89,2.17,N/A,2007-12-07,88.27999877929688
2007-12-11,1.22,1.58,1.73,2.06,N/A,2007-12-10,87.86000061035156
2007-12-12,1.26,1.61,1.78,2.06,N/A,2007-12-11,90.0199966430664
2007-12-13,1.35,1.71,1.87,2.16,N/A,2007-12-12,94.38999938964844
2007-12-14,1.39,1.73,1.9,2.18,N/A,2007-12-13,92.25
2007-12-17,1.32,1.68,1.86,2.14,N/A,2007-12-14,91.2699966430664
2007-12-18,1.27,1.63,1.8,2.08,N/A,2007-12-17,90.62999725341795
2007-12-19,1.21,1.56,1.73,2.0,N/A,2007-12-18,90.48999786376952
2007-12-20,1.22,1.57,1.74,2.01,N/A,2007-12-19,91.23999786376952
2007-12-21,1.32,1.66,1.84,2.09,N/A,2007-12-20,91.05999755859376
2007-12-24,1.37,1.71,1.88,2.14,N/A,2007-12-21,93.30999755859376
2007-12-26,1.43,1.77,1.95,2.2,N/A,2007-12-24,94.12999725341795
2007-12-27,1.31,1.68,1.85,2.12,N/A,2007-12-26,95.97000122070312
2007-12-28,1.23,1.6,1.78,2.05,N/A,2007-12-27,96.62000274658205
2007-12-31,1.18,1.55,1.73,2.0,N/A,2007-12-28,96.0
2008-01-02,1.0,1.41,1.59,1.89,N/A,2007-12-31,95.9800033569336
2008-01-03,0.98,1.39,1.58,1.88,N/A,2008-01-02,99.62000274658205
2008-01-04,0.93,1.36,1.56,1.88,N/A,2008-01-03,99.18000030517578
2008-01-07,0.94,1.36,1.57,1.87,N/A,2008-01-04,97.91000366210938
